ArticleID,ID,Kommentar,Titel,Text
Donated_20Min_None_13368950_1,Donated_20Min_68319,Soll doch Verhungern wir machen das nicht mit. Die Politik soll sich zurückhalten mit Weltverbesserr,Protest: Schweizer Klimaaktivist will nichts mehr essen,"Der Landschaftsgärtner ist in der Klimastreik-Bewegung bekannt: Er rettet mit dem Verein Grassrooted Rüebli oder Tomaten vor der Biogasanlage. Und mit dem «Strike for Future» will er am 15. Mai 2020 für das Klima die Schweiz lahmlegen. Umfrage Gehst du an Klimademos? Ja. Da bin ich immer vorne mit dabei. Ja, aber nur manchmal. Nein, da mach ich nicht mit. Das Demonstrieren reicht ihm jetzt aber nicht mehr: «Wir gehen nun seit zehn Monaten auf die Strasse. Alle Parteien sagen, wie wichtig das Thema doch sei. Doch bisher ist so gut wie nichts passiert.» Er ist darum seit Montag in einen «Hungerstreik» getreten. «Eine Woche lang werde ich aus Protest nichts essen, wenn nötig auch länger.» Gesundheitliche Risiken wolle er aber keine eingehen. «Ich ermuntere niemanden, in den Hungerstreik zu treten»Sein Protest richtet sich direkt gegen die Schweizer Regierung, der er Untätigkeit vorwirft. «Der Bundesrat muss dafür sorgen, dass die Schweiz bis spätestens 2030 unter dem Strich keine Treibhausgase mehr ausstösst.» Er verlangt, dass der Bundesrat eine Erklärung dazu abgibt, wie er die Klimaziele erreichen will. Zudem soll die Regierung zusammen mit der Klimastreik-Bewegung einen Aktionsplan ausarbeiten.Waser warnt, dass die Zerstörung der Umwelt und des Klimas auch in den westlichen Ländern zum sozialen Kollaps führen werde: «Die Wirtschaft wird früher oder später zusammenbrechen, die Lebensmittelknappheit wird sich drastisch verschlimmern, die Gesundheitsversorgung kann nicht mehr gewährleistet werden.» All das werde im Krieg enden. Klimabewegung rät jungen Menschen von Hungerstreik abAngesprochen auf die Frage, ob er die Verantwortung bewusst sei, wenn junge Schüler ihm nacheifern würden, sagt Waser: «Ich ermuntere niemanden, in den Hungerstreik zu treten. Doch die Geschichte hat gezeigt, dass es immer radikale und umstrittene Aktionen braucht, um Wandel zu bewirken.»Bei seinen Kollegen von der Bewegung Klimastreik heisst es: «Dominik ist ein guter Freund und unglaublich engagiert. Mit dem Hungerstreik hat er sich für eine radikale Form des Protests entschieden. Dies ist klar seine eigene, persönliche Entscheidung. Jungen Menschen im Wachstum raten wir auf jeden Fall von einem Hungerstreik ab, da dies schwere Schäden an jungen Körpern hinterlassen kann.» Den Hungerstreik sehen man als Hilferuf, da es keinen wirklichen Wandel gebe  trotz der allgegenwärtigen Klima-Debatte. Die Bewegung bittet Waser, die eigene Gesundheit nicht weiter zu gefährden. (daw)"
Donated_Blick_None_15659810_5,Donated_Blick_44720,Diä isch dänn gruuusig,"Ein Leben ohne finanzielle Sorgen zu haben, ist für Katja (19) das Wichtigste. Sie bietet darum auf einer Escort-Plattform ihre Jungfräulichkeit für umgerechnet 108'840 Franken an – inklusive Jungfrau–Zertifikat eines Arztes.","Escort-Girl Katja (19) versteigert ihre Jungfräulichkeit auf der Plattform Cinderella Escorts. Mindestangebot: Umgerechnet 108''840 Franken. Mit dem Geld will sie «auf Weltreise gehen und in Luxus leben», wie «Dailymail» schreibt. Ausserdem ist die gebürtige Ukrainerin aus den USA auch auf der Suche nach einem Sugar-Daddy. Von diesem erwartet sie ein monatliches Taschengeld von umgerechnet 10''844 Franken. In einem Video auf der Escort-Plattform rechtfertigt sich Katja, die mit vollem Vornamen Jekaterina heisst, dass es «mein Körper und meine Entscheidung ist.» Jungfräulichkeit mit Zertifikat Finanzielle Ansprüche hat die Ukrainerin auch an ihren künftigen Gatten: Fast 11''000 Franken sollte er für sie im Monat ausgeben können. Auf der Cinderella-Plattform müssen die Frauen, die ihre Jungfräulichkeit anbieten, auch ein Zertifikat eines Arztes hinterlegen. Selbstverständlich gehören Bilder in aufreizende Wäsche auch dazu. Der Mann muss ja wissen, in was er sein Vermögen investiert. Hat jemand die Jungfräulichkeit einer Escort ersteigert, so treffen sie sich in Deutschland, weil dort Prostitution legal ist. Begleitet wird die Jungfrau von einem Angestellten, der sie statt zum Altar ins Hotelzimmer führt. Wenn die Jungfrau und der Käufer beide einwilligen, die Nacht miteinander zu verbringen, verlässt die Begleitung die Escort-Dame und übergibt sie dem Käufer. «Schritt in Richtung Emanzipation» Anfang dieses Jahres machte Mia (24) aus England satte 1,5 Millionen Franken, indem sie ihre Jungfräulichkeit an einen Abgeordneten der Tory-Partei verkaufte. Mia sagte damals, dass sie glaube, als Frau ihren ersten sexuelle Kontakt zu verkaufen, «ist ein wichtiger Schritt in Richtung Emanzipation.» (spr)"
Donated_20Min_None_13368950_1,Donated_20Min_68851,"Oder an Asterix und Obelix, wo der kleine Spanier (glaubich wars) die Luft anhält, wenn die beiden nicht tun, was er will! Das wäre auch für ihn besser, denn mit jedem Atemstoss verbreitet er CO2! Dieser Klimaterrorist!",Protest: Schweizer Klimaaktivist will nichts mehr essen,"Der Landschaftsgärtner ist in der Klimastreik-Bewegung bekannt: Er rettet mit dem Verein Grassrooted Rüebli oder Tomaten vor der Biogasanlage. Und mit dem «Strike for Future» will er am 15. Mai 2020 für das Klima die Schweiz lahmlegen. Umfrage Gehst du an Klimademos? Ja. Da bin ich immer vorne mit dabei. Ja, aber nur manchmal. Nein, da mach ich nicht mit. Das Demonstrieren reicht ihm jetzt aber nicht mehr: «Wir gehen nun seit zehn Monaten auf die Strasse. Alle Parteien sagen, wie wichtig das Thema doch sei. Doch bisher ist so gut wie nichts passiert.» Er ist darum seit Montag in einen «Hungerstreik» getreten. «Eine Woche lang werde ich aus Protest nichts essen, wenn nötig auch länger.» Gesundheitliche Risiken wolle er aber keine eingehen. «Ich ermuntere niemanden, in den Hungerstreik zu treten»Sein Protest richtet sich direkt gegen die Schweizer Regierung, der er Untätigkeit vorwirft. «Der Bundesrat muss dafür sorgen, dass die Schweiz bis spätestens 2030 unter dem Strich keine Treibhausgase mehr ausstösst.» Er verlangt, dass der Bundesrat eine Erklärung dazu abgibt, wie er die Klimaziele erreichen will. Zudem soll die Regierung zusammen mit der Klimastreik-Bewegung einen Aktionsplan ausarbeiten.Waser warnt, dass die Zerstörung der Umwelt und des Klimas auch in den westlichen Ländern zum sozialen Kollaps führen werde: «Die Wirtschaft wird früher oder später zusammenbrechen, die Lebensmittelknappheit wird sich drastisch verschlimmern, die Gesundheitsversorgung kann nicht mehr gewährleistet werden.» All das werde im Krieg enden. Klimabewegung rät jungen Menschen von Hungerstreik abAngesprochen auf die Frage, ob er die Verantwortung bewusst sei, wenn junge Schüler ihm nacheifern würden, sagt Waser: «Ich ermuntere niemanden, in den Hungerstreik zu treten. Doch die Geschichte hat gezeigt, dass es immer radikale und umstrittene Aktionen braucht, um Wandel zu bewirken.»Bei seinen Kollegen von der Bewegung Klimastreik heisst es: «Dominik ist ein guter Freund und unglaublich engagiert. Mit dem Hungerstreik hat er sich für eine radikale Form des Protests entschieden. Dies ist klar seine eigene, persönliche Entscheidung. Jungen Menschen im Wachstum raten wir auf jeden Fall von einem Hungerstreik ab, da dies schwere Schäden an jungen Körpern hinterlassen kann.» Den Hungerstreik sehen man als Hilferuf, da es keinen wirklichen Wandel gebe  trotz der allgegenwärtigen Klima-Debatte. Die Bewegung bittet Waser, die eigene Gesundheit nicht weiter zu gefährden. (daw)"
Donated_20Min_None_13368950_1,Donated_20Min_68592,Wäre ein Spinner weniger.,Protest: Schweizer Klimaaktivist will nichts mehr essen,"Der Landschaftsgärtner ist in der Klimastreik-Bewegung bekannt: Er rettet mit dem Verein Grassrooted Rüebli oder Tomaten vor der Biogasanlage. Und mit dem «Strike for Future» will er am 15. Mai 2020 für das Klima die Schweiz lahmlegen. Umfrage Gehst du an Klimademos? Ja. Da bin ich immer vorne mit dabei. Ja, aber nur manchmal. Nein, da mach ich nicht mit. Das Demonstrieren reicht ihm jetzt aber nicht mehr: «Wir gehen nun seit zehn Monaten auf die Strasse. Alle Parteien sagen, wie wichtig das Thema doch sei. Doch bisher ist so gut wie nichts passiert.» Er ist darum seit Montag in einen «Hungerstreik» getreten. «Eine Woche lang werde ich aus Protest nichts essen, wenn nötig auch länger.» Gesundheitliche Risiken wolle er aber keine eingehen. «Ich ermuntere niemanden, in den Hungerstreik zu treten»Sein Protest richtet sich direkt gegen die Schweizer Regierung, der er Untätigkeit vorwirft. «Der Bundesrat muss dafür sorgen, dass die Schweiz bis spätestens 2030 unter dem Strich keine Treibhausgase mehr ausstösst.» Er verlangt, dass der Bundesrat eine Erklärung dazu abgibt, wie er die Klimaziele erreichen will. Zudem soll die Regierung zusammen mit der Klimastreik-Bewegung einen Aktionsplan ausarbeiten.Waser warnt, dass die Zerstörung der Umwelt und des Klimas auch in den westlichen Ländern zum sozialen Kollaps führen werde: «Die Wirtschaft wird früher oder später zusammenbrechen, die Lebensmittelknappheit wird sich drastisch verschlimmern, die Gesundheitsversorgung kann nicht mehr gewährleistet werden.» All das werde im Krieg enden. Klimabewegung rät jungen Menschen von Hungerstreik abAngesprochen auf die Frage, ob er die Verantwortung bewusst sei, wenn junge Schüler ihm nacheifern würden, sagt Waser: «Ich ermuntere niemanden, in den Hungerstreik zu treten. Doch die Geschichte hat gezeigt, dass es immer radikale und umstrittene Aktionen braucht, um Wandel zu bewirken.»Bei seinen Kollegen von der Bewegung Klimastreik heisst es: «Dominik ist ein guter Freund und unglaublich engagiert. Mit dem Hungerstreik hat er sich für eine radikale Form des Protests entschieden. Dies ist klar seine eigene, persönliche Entscheidung. Jungen Menschen im Wachstum raten wir auf jeden Fall von einem Hungerstreik ab, da dies schwere Schäden an jungen Körpern hinterlassen kann.» Den Hungerstreik sehen man als Hilferuf, da es keinen wirklichen Wandel gebe  trotz der allgegenwärtigen Klima-Debatte. Die Bewegung bittet Waser, die eigene Gesundheit nicht weiter zu gefährden. (daw)"
Donated_20Min_None_13368950_1,Donated_20Min_68006,"Die Leute werden immer mehr \KRÄNKER\"", wenn es um das Thema Klima geht!\",Protest: Schweizer Klimaaktivist will nichts mehr essen,"Der Landschaftsgärtner ist in der Klimastreik-Bewegung bekannt: Er rettet mit dem Verein Grassrooted Rüebli oder Tomaten vor der Biogasanlage. Und mit dem «Strike for Future» will er am 15. Mai 2020 für das Klima die Schweiz lahmlegen. Umfrage Gehst du an Klimademos? Ja. Da bin ich immer vorne mit dabei. Ja, aber nur manchmal. Nein, da mach ich nicht mit. Das Demonstrieren reicht ihm jetzt aber nicht mehr: «Wir gehen nun seit zehn Monaten auf die Strasse. Alle Parteien sagen, wie wichtig das Thema doch sei. Doch bisher ist so gut wie nichts passiert.» Er ist darum seit Montag in einen «Hungerstreik» getreten. «Eine Woche lang werde ich aus Protest nichts essen, wenn nötig auch länger.» Gesundheitliche Risiken wolle er aber keine eingehen. «Ich ermuntere niemanden, in den Hungerstreik zu treten»Sein Protest richtet sich direkt gegen die Schweizer Regierung, der er Untätigkeit vorwirft. «Der Bundesrat muss dafür sorgen, dass die Schweiz bis spätestens 2030 unter dem Strich keine Treibhausgase mehr ausstösst.» Er verlangt, dass der Bundesrat eine Erklärung dazu abgibt, wie er die Klimaziele erreichen will. Zudem soll die Regierung zusammen mit der Klimastreik-Bewegung einen Aktionsplan ausarbeiten.Waser warnt, dass die Zerstörung der Umwelt und des Klimas auch in den westlichen Ländern zum sozialen Kollaps führen werde: «Die Wirtschaft wird früher oder später zusammenbrechen, die Lebensmittelknappheit wird sich drastisch verschlimmern, die Gesundheitsversorgung kann nicht mehr gewährleistet werden.» All das werde im Krieg enden. Klimabewegung rät jungen Menschen von Hungerstreik abAngesprochen auf die Frage, ob er die Verantwortung bewusst sei, wenn junge Schüler ihm nacheifern würden, sagt Waser: «Ich ermuntere niemanden, in den Hungerstreik zu treten. Doch die Geschichte hat gezeigt, dass es immer radikale und umstrittene Aktionen braucht, um Wandel zu bewirken.»Bei seinen Kollegen von der Bewegung Klimastreik heisst es: «Dominik ist ein guter Freund und unglaublich engagiert. Mit dem Hungerstreik hat er sich für eine radikale Form des Protests entschieden. Dies ist klar seine eigene, persönliche Entscheidung. Jungen Menschen im Wachstum raten wir auf jeden Fall von einem Hungerstreik ab, da dies schwere Schäden an jungen Körpern hinterlassen kann.» Den Hungerstreik sehen man als Hilferuf, da es keinen wirklichen Wandel gebe  trotz der allgegenwärtigen Klima-Debatte. Die Bewegung bittet Waser, die eigene Gesundheit nicht weiter zu gefährden. (daw)"
Donated_Blick_None_15659810_5,Donated_Blick_44819,"Ich überlegs mir. Aber erst wenn sie dann so richtig dicke Fischlippen (im Gesicht) hat und sehr sehr viel Silikonoberweite und Silikonhinterweite. Und dort wo das Hirn steckt eine Glùhlampe, damit man sieht, ob jemand zu Hause ist...","Ein Leben ohne finanzielle Sorgen zu haben, ist für Katja (19) das Wichtigste. Sie bietet darum auf einer Escort-Plattform ihre Jungfräulichkeit für umgerechnet 108'840 Franken an – inklusive Jungfrau–Zertifikat eines Arztes.","Escort-Girl Katja (19) versteigert ihre Jungfräulichkeit auf der Plattform Cinderella Escorts. Mindestangebot: Umgerechnet 108''840 Franken. Mit dem Geld will sie «auf Weltreise gehen und in Luxus leben», wie «Dailymail» schreibt. Ausserdem ist die gebürtige Ukrainerin aus den USA auch auf der Suche nach einem Sugar-Daddy. Von diesem erwartet sie ein monatliches Taschengeld von umgerechnet 10''844 Franken. In einem Video auf der Escort-Plattform rechtfertigt sich Katja, die mit vollem Vornamen Jekaterina heisst, dass es «mein Körper und meine Entscheidung ist.» Jungfräulichkeit mit Zertifikat Finanzielle Ansprüche hat die Ukrainerin auch an ihren künftigen Gatten: Fast 11''000 Franken sollte er für sie im Monat ausgeben können. Auf der Cinderella-Plattform müssen die Frauen, die ihre Jungfräulichkeit anbieten, auch ein Zertifikat eines Arztes hinterlegen. Selbstverständlich gehören Bilder in aufreizende Wäsche auch dazu. Der Mann muss ja wissen, in was er sein Vermögen investiert. Hat jemand die Jungfräulichkeit einer Escort ersteigert, so treffen sie sich in Deutschland, weil dort Prostitution legal ist. Begleitet wird die Jungfrau von einem Angestellten, der sie statt zum Altar ins Hotelzimmer führt. Wenn die Jungfrau und der Käufer beide einwilligen, die Nacht miteinander zu verbringen, verlässt die Begleitung die Escort-Dame und übergibt sie dem Käufer. «Schritt in Richtung Emanzipation» Anfang dieses Jahres machte Mia (24) aus England satte 1,5 Millionen Franken, indem sie ihre Jungfräulichkeit an einen Abgeordneten der Tory-Partei verkaufte. Mia sagte damals, dass sie glaube, als Frau ihren ersten sexuelle Kontakt zu verkaufen, «ist ein wichtiger Schritt in Richtung Emanzipation.» (spr)"
Donated_20Min_None_13368950_1,Donated_20Min_68055,die ganzen jusos sollen,Protest: Schweizer Klimaaktivist will nichts mehr essen,"Der Landschaftsgärtner ist in der Klimastreik-Bewegung bekannt: Er rettet mit dem Verein Grassrooted Rüebli oder Tomaten vor der Biogasanlage. Und mit dem «Strike for Future» will er am 15. Mai 2020 für das Klima die Schweiz lahmlegen. Umfrage Gehst du an Klimademos? Ja. Da bin ich immer vorne mit dabei. Ja, aber nur manchmal. Nein, da mach ich nicht mit. Das Demonstrieren reicht ihm jetzt aber nicht mehr: «Wir gehen nun seit zehn Monaten auf die Strasse. Alle Parteien sagen, wie wichtig das Thema doch sei. Doch bisher ist so gut wie nichts passiert.» Er ist darum seit Montag in einen «Hungerstreik» getreten. «Eine Woche lang werde ich aus Protest nichts essen, wenn nötig auch länger.» Gesundheitliche Risiken wolle er aber keine eingehen. «Ich ermuntere niemanden, in den Hungerstreik zu treten»Sein Protest richtet sich direkt gegen die Schweizer Regierung, der er Untätigkeit vorwirft. «Der Bundesrat muss dafür sorgen, dass die Schweiz bis spätestens 2030 unter dem Strich keine Treibhausgase mehr ausstösst.» Er verlangt, dass der Bundesrat eine Erklärung dazu abgibt, wie er die Klimaziele erreichen will. Zudem soll die Regierung zusammen mit der Klimastreik-Bewegung einen Aktionsplan ausarbeiten.Waser warnt, dass die Zerstörung der Umwelt und des Klimas auch in den westlichen Ländern zum sozialen Kollaps führen werde: «Die Wirtschaft wird früher oder später zusammenbrechen, die Lebensmittelknappheit wird sich drastisch verschlimmern, die Gesundheitsversorgung kann nicht mehr gewährleistet werden.» All das werde im Krieg enden. Klimabewegung rät jungen Menschen von Hungerstreik abAngesprochen auf die Frage, ob er die Verantwortung bewusst sei, wenn junge Schüler ihm nacheifern würden, sagt Waser: «Ich ermuntere niemanden, in den Hungerstreik zu treten. Doch die Geschichte hat gezeigt, dass es immer radikale und umstrittene Aktionen braucht, um Wandel zu bewirken.»Bei seinen Kollegen von der Bewegung Klimastreik heisst es: «Dominik ist ein guter Freund und unglaublich engagiert. Mit dem Hungerstreik hat er sich für eine radikale Form des Protests entschieden. Dies ist klar seine eigene, persönliche Entscheidung. Jungen Menschen im Wachstum raten wir auf jeden Fall von einem Hungerstreik ab, da dies schwere Schäden an jungen Körpern hinterlassen kann.» Den Hungerstreik sehen man als Hilferuf, da es keinen wirklichen Wandel gebe  trotz der allgegenwärtigen Klima-Debatte. Die Bewegung bittet Waser, die eigene Gesundheit nicht weiter zu gefährden. (daw)"
Donated_Blick_None_15659810_5,Donated_Blick_44788,Eine erfahrene Escort-Dame kann aber nicht mit der Jungfräulichkeit werben. Kennt der Moderator kein passenderes Wort als Escort-Dame? Ich habe Null Respekt vor solchen Frauen.,"Ein Leben ohne finanzielle Sorgen zu haben, ist für Katja (19) das Wichtigste. Sie bietet darum auf einer Escort-Plattform ihre Jungfräulichkeit für umgerechnet 108'840 Franken an – inklusive Jungfrau–Zertifikat eines Arztes.","Escort-Girl Katja (19) versteigert ihre Jungfräulichkeit auf der Plattform Cinderella Escorts. Mindestangebot: Umgerechnet 108''840 Franken. Mit dem Geld will sie «auf Weltreise gehen und in Luxus leben», wie «Dailymail» schreibt. Ausserdem ist die gebürtige Ukrainerin aus den USA auch auf der Suche nach einem Sugar-Daddy. Von diesem erwartet sie ein monatliches Taschengeld von umgerechnet 10''844 Franken. In einem Video auf der Escort-Plattform rechtfertigt sich Katja, die mit vollem Vornamen Jekaterina heisst, dass es «mein Körper und meine Entscheidung ist.» Jungfräulichkeit mit Zertifikat Finanzielle Ansprüche hat die Ukrainerin auch an ihren künftigen Gatten: Fast 11''000 Franken sollte er für sie im Monat ausgeben können. Auf der Cinderella-Plattform müssen die Frauen, die ihre Jungfräulichkeit anbieten, auch ein Zertifikat eines Arztes hinterlegen. Selbstverständlich gehören Bilder in aufreizende Wäsche auch dazu. Der Mann muss ja wissen, in was er sein Vermögen investiert. Hat jemand die Jungfräulichkeit einer Escort ersteigert, so treffen sie sich in Deutschland, weil dort Prostitution legal ist. Begleitet wird die Jungfrau von einem Angestellten, der sie statt zum Altar ins Hotelzimmer führt. Wenn die Jungfrau und der Käufer beide einwilligen, die Nacht miteinander zu verbringen, verlässt die Begleitung die Escort-Dame und übergibt sie dem Käufer. «Schritt in Richtung Emanzipation» Anfang dieses Jahres machte Mia (24) aus England satte 1,5 Millionen Franken, indem sie ihre Jungfräulichkeit an einen Abgeordneten der Tory-Partei verkaufte. Mia sagte damals, dass sie glaube, als Frau ihren ersten sexuelle Kontakt zu verkaufen, «ist ein wichtiger Schritt in Richtung Emanzipation.» (spr)"
Donated_Blick_None_15659810_5,Donated_Blick_44754,"Speziallisten sind Araber, die sind zu blöd und glauben an die Jungfräulichkeit, Geld haben die jede menge ...","Ein Leben ohne finanzielle Sorgen zu haben, ist für Katja (19) das Wichtigste. Sie bietet darum auf einer Escort-Plattform ihre Jungfräulichkeit für umgerechnet 108'840 Franken an – inklusive Jungfrau–Zertifikat eines Arztes.","Escort-Girl Katja (19) versteigert ihre Jungfräulichkeit auf der Plattform Cinderella Escorts. Mindestangebot: Umgerechnet 108''840 Franken. Mit dem Geld will sie «auf Weltreise gehen und in Luxus leben», wie «Dailymail» schreibt. Ausserdem ist die gebürtige Ukrainerin aus den USA auch auf der Suche nach einem Sugar-Daddy. Von diesem erwartet sie ein monatliches Taschengeld von umgerechnet 10''844 Franken. In einem Video auf der Escort-Plattform rechtfertigt sich Katja, die mit vollem Vornamen Jekaterina heisst, dass es «mein Körper und meine Entscheidung ist.» Jungfräulichkeit mit Zertifikat Finanzielle Ansprüche hat die Ukrainerin auch an ihren künftigen Gatten: Fast 11''000 Franken sollte er für sie im Monat ausgeben können. Auf der Cinderella-Plattform müssen die Frauen, die ihre Jungfräulichkeit anbieten, auch ein Zertifikat eines Arztes hinterlegen. Selbstverständlich gehören Bilder in aufreizende Wäsche auch dazu. Der Mann muss ja wissen, in was er sein Vermögen investiert. Hat jemand die Jungfräulichkeit einer Escort ersteigert, so treffen sie sich in Deutschland, weil dort Prostitution legal ist. Begleitet wird die Jungfrau von einem Angestellten, der sie statt zum Altar ins Hotelzimmer führt. Wenn die Jungfrau und der Käufer beide einwilligen, die Nacht miteinander zu verbringen, verlässt die Begleitung die Escort-Dame und übergibt sie dem Käufer. «Schritt in Richtung Emanzipation» Anfang dieses Jahres machte Mia (24) aus England satte 1,5 Millionen Franken, indem sie ihre Jungfräulichkeit an einen Abgeordneten der Tory-Partei verkaufte. Mia sagte damals, dass sie glaube, als Frau ihren ersten sexuelle Kontakt zu verkaufen, «ist ein wichtiger Schritt in Richtung Emanzipation.» (spr)"
Donated_20Min_None_13368950_1,Donated_20Min_68782,Na dann viel Spass beim Verhungern. Unglaublich wie tief das heutige Niveau doch ist.,Protest: Schweizer Klimaaktivist will nichts mehr essen,"Der Landschaftsgärtner ist in der Klimastreik-Bewegung bekannt: Er rettet mit dem Verein Grassrooted Rüebli oder Tomaten vor der Biogasanlage. Und mit dem «Strike for Future» will er am 15. Mai 2020 für das Klima die Schweiz lahmlegen. Umfrage Gehst du an Klimademos? Ja. Da bin ich immer vorne mit dabei. Ja, aber nur manchmal. Nein, da mach ich nicht mit. Das Demonstrieren reicht ihm jetzt aber nicht mehr: «Wir gehen nun seit zehn Monaten auf die Strasse. Alle Parteien sagen, wie wichtig das Thema doch sei. Doch bisher ist so gut wie nichts passiert.» Er ist darum seit Montag in einen «Hungerstreik» getreten. «Eine Woche lang werde ich aus Protest nichts essen, wenn nötig auch länger.» Gesundheitliche Risiken wolle er aber keine eingehen. «Ich ermuntere niemanden, in den Hungerstreik zu treten»Sein Protest richtet sich direkt gegen die Schweizer Regierung, der er Untätigkeit vorwirft. «Der Bundesrat muss dafür sorgen, dass die Schweiz bis spätestens 2030 unter dem Strich keine Treibhausgase mehr ausstösst.» Er verlangt, dass der Bundesrat eine Erklärung dazu abgibt, wie er die Klimaziele erreichen will. Zudem soll die Regierung zusammen mit der Klimastreik-Bewegung einen Aktionsplan ausarbeiten.Waser warnt, dass die Zerstörung der Umwelt und des Klimas auch in den westlichen Ländern zum sozialen Kollaps führen werde: «Die Wirtschaft wird früher oder später zusammenbrechen, die Lebensmittelknappheit wird sich drastisch verschlimmern, die Gesundheitsversorgung kann nicht mehr gewährleistet werden.» All das werde im Krieg enden. Klimabewegung rät jungen Menschen von Hungerstreik abAngesprochen auf die Frage, ob er die Verantwortung bewusst sei, wenn junge Schüler ihm nacheifern würden, sagt Waser: «Ich ermuntere niemanden, in den Hungerstreik zu treten. Doch die Geschichte hat gezeigt, dass es immer radikale und umstrittene Aktionen braucht, um Wandel zu bewirken.»Bei seinen Kollegen von der Bewegung Klimastreik heisst es: «Dominik ist ein guter Freund und unglaublich engagiert. Mit dem Hungerstreik hat er sich für eine radikale Form des Protests entschieden. Dies ist klar seine eigene, persönliche Entscheidung. Jungen Menschen im Wachstum raten wir auf jeden Fall von einem Hungerstreik ab, da dies schwere Schäden an jungen Körpern hinterlassen kann.» Den Hungerstreik sehen man als Hilferuf, da es keinen wirklichen Wandel gebe  trotz der allgegenwärtigen Klima-Debatte. Die Bewegung bittet Waser, die eigene Gesundheit nicht weiter zu gefährden. (daw)"
Donated_20Min_None_13368950_1,Donated_20Min_67765,Bild nr 2..... Jacke aus kunststoff??Genau den nehme ich ernst..... Smile,Protest: Schweizer Klimaaktivist will nichts mehr essen,"Der Landschaftsgärtner ist in der Klimastreik-Bewegung bekannt: Er rettet mit dem Verein Grassrooted Rüebli oder Tomaten vor der Biogasanlage. Und mit dem «Strike for Future» will er am 15. Mai 2020 für das Klima die Schweiz lahmlegen. Umfrage Gehst du an Klimademos? Ja. Da bin ich immer vorne mit dabei. Ja, aber nur manchmal. Nein, da mach ich nicht mit. Das Demonstrieren reicht ihm jetzt aber nicht mehr: «Wir gehen nun seit zehn Monaten auf die Strasse. Alle Parteien sagen, wie wichtig das Thema doch sei. Doch bisher ist so gut wie nichts passiert.» Er ist darum seit Montag in einen «Hungerstreik» getreten. «Eine Woche lang werde ich aus Protest nichts essen, wenn nötig auch länger.» Gesundheitliche Risiken wolle er aber keine eingehen. «Ich ermuntere niemanden, in den Hungerstreik zu treten»Sein Protest richtet sich direkt gegen die Schweizer Regierung, der er Untätigkeit vorwirft. «Der Bundesrat muss dafür sorgen, dass die Schweiz bis spätestens 2030 unter dem Strich keine Treibhausgase mehr ausstösst.» Er verlangt, dass der Bundesrat eine Erklärung dazu abgibt, wie er die Klimaziele erreichen will. Zudem soll die Regierung zusammen mit der Klimastreik-Bewegung einen Aktionsplan ausarbeiten.Waser warnt, dass die Zerstörung der Umwelt und des Klimas auch in den westlichen Ländern zum sozialen Kollaps führen werde: «Die Wirtschaft wird früher oder später zusammenbrechen, die Lebensmittelknappheit wird sich drastisch verschlimmern, die Gesundheitsversorgung kann nicht mehr gewährleistet werden.» All das werde im Krieg enden. Klimabewegung rät jungen Menschen von Hungerstreik abAngesprochen auf die Frage, ob er die Verantwortung bewusst sei, wenn junge Schüler ihm nacheifern würden, sagt Waser: «Ich ermuntere niemanden, in den Hungerstreik zu treten. Doch die Geschichte hat gezeigt, dass es immer radikale und umstrittene Aktionen braucht, um Wandel zu bewirken.»Bei seinen Kollegen von der Bewegung Klimastreik heisst es: «Dominik ist ein guter Freund und unglaublich engagiert. Mit dem Hungerstreik hat er sich für eine radikale Form des Protests entschieden. Dies ist klar seine eigene, persönliche Entscheidung. Jungen Menschen im Wachstum raten wir auf jeden Fall von einem Hungerstreik ab, da dies schwere Schäden an jungen Körpern hinterlassen kann.» Den Hungerstreik sehen man als Hilferuf, da es keinen wirklichen Wandel gebe  trotz der allgegenwärtigen Klima-Debatte. Die Bewegung bittet Waser, die eigene Gesundheit nicht weiter zu gefährden. (daw)"
